제목,날짜,제목_긍정,제목_부정,제목_중립,스크립트_긍정,스크립트_부정,스크립트_중립
"[간밤 월드뉴스 총정리 7월6일] “회전형 회복세”/ 6월 자산, 승자와 패자/ 피셔 “AI, 거품 아니다”/ “이 종목, 30% 뛴다”/ 강력한 신차 판매/ 유럽 디플레 우려",2023-07-06,0.002998172,0.001804313,0.99519753,0.095490076,0.10346998,0.80103993
"[김현석의 월스트리트나우] JPM ""침체 강박 벗어나라…1층에서 떨어지면 안 다쳐"" 테슬라 폭등…골드만 시큰둥",2023-07-04,0.00032526642,0.042969856,0.95670485,0.10688257,0.11751322,0.77560425
[간밤 월드뉴스 총정리 7월4일] 6월 제조 심리의 의미/ 리비안 17% 급등/ 7월 증시 역사는?/ 최초 기록 쓴 애플은 왜?/ 유가 미스터리/ 젠슨 “완만 침체”,2023-07-04,3.55e-05,6.11e-05,0.9999033,0.10464149,0.100189425,0.79516906
"[김현석의 월스트리트나우] 61% '강세장 이미 진입' 79% '올해 침체 없다' 골드만 ""향후 15일이 최고""",2023-07-01,0.82227117,0.0057153865,0.17201349,0.062602594,0.080637574,0.85675985
"[김현석의 월스트리트나우] ""미 경제 호황"" 연착륙 희망 커졌지만 침체 가능성도 상승?",2023-06-30,8.8254936e-05,0.00010407316,0.9998078,0.044564575,0.07095835,0.884477
"[김현석의 월스트리트나우] 엔비디아 흔들렸지만 마이크론 ""바닥 지났다""... '앵무새' 파월, 시장은 무시",2023-06-29,0.013772168,0.23355962,0.7526682,0.07654658,0.14254105,0.78091234
[김현석의 월스트리트나우] 소비자신뢰 17개월 최고 불타버린 비관론 침체 걱정 잊어라!?,2023-06-28,0.000174557,0.020583969,0.97924155,0.066326946,0.091793425,0.84187967
"[김현석의 월스트리트나우]  모두 외치는 5% 조정 나스닥, 엔비디아 급락 학자금 상환→소비 절벽?",2023-06-27,0.00015305141,0.0055867964,0.9942602,0.04302774,0.14998123,0.806991
[김현석의 월스트리트나우] 온다던 침체 어디갔나..엔비디아 하락 이유! 다음주도 쉬어간다?,2023-06-24,0.0006157716,0.09302709,0.9063571,0.016614411,0.13635646,0.84702915
"[간밤 월드뉴스 총정리 6월24일] 엇갈린 메타·테슬라/ 나스닥, 8주 연속 상승 끝/ 엘니뇨의 습격/ 언더아머 악재…스타벅스는?/ 확 밀린 유로화 왜?/ 암호화폐 추가 호재",2023-06-24,5.37e-05,0.001903541,0.9980428,0.045396045,0.13398896,0.82061505
"[김현석의 월스트리트나우] 막나가는 중앙은행들! 파월 ""두 번 더 인상 적절""...AI로 버티는 주가",2023-06-23,7.80421e-05,4.9340804e-05,0.99987257,0.049201414,0.07758301,0.8732156
[간밤 월드뉴스 총정리 6월23일] 조금 달라진 파월/ 머스크-저커버그 현피/ 14개월째 밀린 선행지수 의미/ 엇갈린 테슬라·아마존 평가/ 유가 급락 왜?/ 튀르키예 딜레마,2023-06-23,4.6e-05,0.000193118,0.9997609,0.066876054,0.07866065,0.8544633
[김현석의 월스트리트나우] 파월 별 말 안했는데 빅테크 급락한 이유? 큰 조정 or 쉬어간다,2023-06-22,0.00010437229,0.0005572806,0.9993383,0.02681343,0.116153345,0.8570332
"[간밤 월드뉴스 총정리 6월22일] 바클레이즈 “테슬라 새 기회 온다”/ 달러 약세 왜?/ “이 종목, 30% 하락 위험”/ 달러트리 날다/ 갑분 암호화폐 강세장/ 영국 이상 조짐",2023-06-22,4.76e-05,0.00014738,0.9998049,0.057665065,0.09298649,0.8493484
[간밤 월드뉴스 총정리 6월21일] 페덱스 실적의 경고/ 강세장의 3가지 조건/ 대가들 “인프라·인도에서 기회”/ “암호화폐 진입점”/ 로치 “中 회복 역부족”,2023-06-21,0.8430828,0.15496752,0.001949727,0.086423256,0.09801961,0.8155572
"[김현석의 월스트리트나우] ""시장 흥분, 동참 안해"" vs. ""큰 조정은 없다"" 모건스탠리의 내분",2023-06-21,4.4070326e-05,4.1540563e-05,0.9999144,0.07403635,0.11076419,0.81519943
[간밤 월드뉴스 총정리 6월17일] 머스크의 생각/ “기대 인플레 뚝”/ 나스닥·금리의 괴리/ 하트넷의 반성문/ 中성장 이상신호/ 다음주 영국 금리·페덱스 실적,2023-06-17,5.86e-05,0.000166457,0.9997749,0.08438412,0.08137741,0.83423847
"[김현석의 월스트리트나우] 단기 과매수 주의! ""직선 상승은 없다""...파월 재출격(21, 22일)",2023-06-17,0.000101176876,9.286868e-05,0.999806,0.054484162,0.09901065,0.84650517
[김현석의 월스트리트나우] '골디락스' 데이터에 확 살아난 위험선호! Fed도 못말린 폭등,2023-06-16,0.00010880761,0.00015005156,0.99974114,0.042058215,0.08508,0.87286174
[간밤 월드뉴스 총정리 6월16일] 월가 “금리 인상 거의 끝”/ 이달부터 우주관광…시간외 50%↑/ 시장 놀래킨 ECB의 물가 전망/ 식당체인 상장 붐/ 유럽 가스값 급등 왜?,2023-06-16,4.74e-05,6.59e-05,0.9998869,0.08864472,0.09763997,0.81371534
[간밤 월드뉴스 총정리 6월15일] “연내 금리 50bp↑” / FOMC 및 파월 발언 집중분석/ 도매물가도 큰 폭 둔화/ 월가에서 엇갈린 메타·넷플릭스/ ECB 금리 인상?,2023-06-15,3.99e-05,0.000146844,0.9998134,0.06906808,0.047497764,0.8834342
"[김현석의 월스트리트나우] 슈퍼 매파적 동결 ""두 번 더 인상""...믿지 않는 월가",2023-06-15,0.00014581486,4.882551e-05,0.9998054,0.03035699,0.049178824,0.9204641
[간밤 월드뉴스 총정리 6월14일] 5월 CPI 집중분석 및 월가 전망/ 테슬라 13일 연속↑/ 옐런의 전환/ 엇갈린 엔비디아·AMD/ 화장품주 추천 왜?,2023-06-14,4.24e-05,4.94e-05,0.9999081,0.07215546,0.084810674,0.84303385
[김현석의 월스트리트나우] 물가 4%→금리 인상 끝! 강세장 지속될 세가지 이유,2023-06-14,8.369443e-05,5.5541244e-05,0.99986076,0.046383977,0.06656909,0.88704693
"[김현석의 월스트리트나우] 국채 발행 공포는 뻥? 애플 사상 최고, S&P 4300 돌파",2023-06-13,6.236274e-05,5.94191e-05,0.99987817,0.06356789,0.08184536,0.8545867
[간밤 월드뉴스 총정리 6월13일] CPI 시나리오 분석/ 오라클 급등세 왜?/ 테슬라 과매수 신호…최저가주는?/ 크루즈 귀환/ 갑분 유가 급락/ 달리오의 베팅,2023-06-13,0.01152083,0.001613334,0.9868658,0.13179065,0.08901082,0.7791985
[김현석의 월스트리트나우]  'Fed 인상 중단' 예상에 불마켓이 돌아왔다?,2023-06-10,0.00021873141,0.001023485,0.99875784,0.11934786,0.056793276,0.82385886
"[간밤 월드뉴스 총정리 6월10일] 테슬라 강력 호재/ “S&P, 내년에 5000”/ 시걸의 예상/ 넷플릭스 ‘단속 효과’/ 또 바뀐 터키 중앙은행장…리라 급락/ 다음주 핵심이슈",2023-06-10,0.000426973,0.006100253,0.99347275,0.09599224,0.06829145,0.8357163
[간밤 월드뉴스 총정리 6월9일] 갑자기 고용 둔화 호재/ 테슬라 급등 7가지 이유/ 올해만 5배 오른 카바나…하루 56%↑/ 중고차값 보니/ 유로존 결국 침체 진입,2023-06-09,0.000597715,0.4015571,0.5978452,0.086564675,0.07907882,0.8343565
"[김현석의 월스트리트나우] ""나쁜 뉴스는 좋은 뉴스"" 실업 급증에 '강세장' 시작",2023-06-09,0.0011710072,7.162822e-05,0.99875736,0.08447432,0.08145067,0.8340751
"[김현석의 월스트리트나우] 캐나다가 던진 인상 폭탄, 금리 급등→기술주 급락",2023-06-08,0.00017527417,0.00034795172,0.99947685,0.06416578,0.09496936,0.8408649
"[간밤 월드뉴스 총정리 6월8일] 소형주 급등의 의미/ 테일러 준칙 따른 적정 금리/ 게임스톱, 배신자의 귀환/ 이번엔 코코아값↑/ 다음주 금리 동결 때 증시?",2023-06-08,5.34e-05,4.07e-05,0.9999058,0.049619913,0.12158602,0.82879406
"[간밤 월드뉴스 총정리 6월7일] 월가의 애플 집중분석/ VIX, 13대로/ 골프주 상승 왜?/ 하루 80% 급락주/ 성장 전망 상향한 세계은행/ 호주 또 금리 깜짝 인상",2023-06-07,5.31e-05,3.69e-05,0.99991,0.07555135,0.12947991,0.7949688
"[간밤 월드뉴스 총정리 6월6일] 애플의 인텔·메타·디즈니·유니티 영향/ 사우디의 노림수/ “포드 매수” 왜?/ 소매체인, 00 팔고 00 사라/ 코인 급락/ 유럽 도매물가 급락",2023-06-06,8.7e-05,0.00440548,0.9955075,0.0596125,0.15971388,0.78067356
"[간밤 월드뉴스 총정리 6월3일] 美일자리 집중분석…월가는?/ 테슬라 왜 급등?/ 공포지수, 3년만 최저/ 아마존 야심/ “곧 中부양책…항셍지수 사라”/ 다음주 전망",2023-06-03,4.32e-05,4.19e-05,0.99991477,0.054894093,0.06483221,0.8802737
"[김현석의 월스트리트나우] '이상한' 5월 고용에 랠리 S&P, 강세장 진입 직전",2023-06-03,0.0010170724,9.703699e-05,0.9988859,0.052168205,0.065551735,0.88228005
"[김현석의 월스트리트나우] Fed 인상 끝? 폭등, ""AI 여름까지 쭉 간다""",2023-06-02,0.00011186207,0.000113318696,0.99977475,0.03591575,0.120035656,0.8440486
[간밤 월드뉴스 총정리 6월2일] 6월 증시 역사 보니/ 룰루레몬 시간외 급등/ 엇갈린 소매체인/ 암호화폐 전망/ 확 꺾인 유로존 물가…“그래도 금리↑”,2023-06-02,3.82e-05,5.29e-05,0.9999089,0.10146781,0.13365033,0.7648819
"[김현석의 월스트리트나우]  엔비디아 급락…AI 붐 꺾이나 Fed ""6월 인상 건너뛴다""",2023-06-01,0.0006251998,0.023034958,0.9763398,0.024400486,0.12215105,0.8534485
"[김현석의 월스트리트나우] 엔비디아, $1조 넘자 ""8년 보유 끝 매도""한 투자자",2023-05-31,0.001563211,0.0005515479,0.99788517,0.05616714,0.084528096,0.8593048
[간밤 월드뉴스 총정리 5월31일] 여전히 불안한 부채 협상/ 채권·금·코인값↑/ 톰 리의 선택/ S&P “美집값 하락세 거의 끝”/ HP의 PC 수요 전망/ MS “리라화↓”,2023-05-31,3.7e-05,4.85e-05,0.9999144,0.07855141,0.11865606,0.80279255
[간밤 월드뉴스 총정리 5월27일] 또 뛴 PCE 물가…“6월 금리 인상”/ IMF의 美금리 전망/ 빅랏츠·얼타뷰티 실적 의미/ 테슬라·포드의 윈윈/ 다음주 고용·베이지북,2023-05-27,3.91e-05,5.53e-05,0.9999056,0.07843818,0.08347819,0.8380837
"[간밤 월드뉴스 총정리 5월26일] 갑자기 뛴 6월 인상 확률 왜?/ 코스트코·갭 실적/ X-데이트 논쟁/ 폴로 성공/ 달러트리 경고/ 독일, 갑분 침체",2023-05-26,3.69e-05,0.000105283,0.9998578,0.08822405,0.14471228,0.7670637
[간밤 월드뉴스 총정리 5월25일] “Fed 인상은 끝…인하도 없다”/ “금·채권·코인까지 던졌다”/ 타겟·맥주회사 닮은 꼴/ 에너지만 ↑/ 흑자 전환한 의류주 환호/ 불안한 영국,2023-05-25,6.53e-05,0.000118229,0.9998165,0.08841659,0.13697055,0.77461284
[간밤 월드뉴스 총정리 5월24일] 서비스 호조 속 제조 위축/ 팔로알토 실적/ AI 강자 분석…엔비디아·마이크로소프트·AMD/ 럭셔리 급락/ 사우디의 경고…유가는?,2023-05-24,0.000110128,0.002076558,0.9978132,0.11501623,0.1575299,0.7274539
[간밤 월드뉴스 총정리 5월23일] 윌슨 “강세장 착각 말라”/ 테슬라 급등 왜?/ BofA “실적 개선…지수 더 뛴다”/ 줌 실적 분석/ 애플·나이키 실망,2023-05-23,0.17858222,0.016889255,0.80452853,0.09127181,0.16297168,0.7457565
[간밤 월드뉴스 총정리 5월20일] ‘부채 협상’ 박찬 공화당…“lose-lose 게임”/ 최고 찍은 닥스·닛케이/ 디어 미스터리/ 임의소비재 비상/ 다음주 의사록·엔비디아 실적,2023-05-20,9.57e-05,0.000149918,0.99975437,0.07287048,0.18174937,0.74538016
"[김현석의 월스트리트나우] ""AI 붐, 베이비 버블""...파월이 폭락 막았다",2023-05-20,5.0032642e-05,4.2445394e-05,0.9999075,0.026702909,0.13150741,0.8417896
"[김현석의 월스트리트나우] 금리 또 높여도 ""무섭지 않다"" AI 주식 줄줄이 신고가",2023-05-19,8.897073e-05,8.210935e-05,0.99982893,0.07425541,0.07500834,0.8507364
[간밤 월드뉴스 총정리 5월19일] “6월 금리↑…달러 상승·채권값 하락”/ 골드만 “AI 열풍 10년…엔비디아 뛴다”/ 월마트·넷플릭스 순풍/ 금 매수 3가지 이유,2023-05-19,4.32e-05,7.32e-05,0.99988365,0.09856162,0.061233394,0.840205
"[김현석의 월스트리트나우] 부채한도 안도랠리, 추가 상승 or 숏스퀴즈?",2023-05-18,4.4682056e-05,3.130086e-05,0.99992394,0.08043233,0.06350333,0.8560644
"[간밤 월드뉴스 총정리 5월18일] 타겟·TJX의 시사점/ 숨은 보석, 주택건설주/ ‘25% 급락’ 위워크 무슨 일?/ 바이든·매카시 “NO 디폴트”/ 월가 74% “연내 침체”",2023-05-18,0.000376181,0.11735097,0.8822728,0.115999416,0.09333848,0.7906621
"[간밤 월드뉴스 총정리 5월17일] 강경한 메스터·바킨/ 엇갈린 지역은행/ “日증시, 안전자산”/ 펀드매니저들의 선택/ 헤지펀드의 투자 종목 변화/ 유가 왜?",2023-05-17,3.78e-05,5.29e-05,0.9999093,0.033951275,0.14176401,0.8242847
"[김현석의 월스트리트나우] 바이든 출장 축소...합의 어렵다? ""AI 규제"" 빅테크만 폭등",2023-05-17,5.688851e-05,4.7330475e-05,0.9998958,0.042902887,0.06601051,0.8910865
"[김현석의 월스트리트나우] PTJ ""3분기 침체, 주가는 상승""...알파벳 매집한 펀드들",2023-05-16,0.013572526,0.577073,0.40935445,0.034302853,0.07389304,0.89180416
[간밤 월드뉴스 총정리 5월16일] 존스의 낙관론/ BofA “소형주 이상 징후…5월 말 급락”/ 뉴욕 제조업지수의 배신/ “메타 기대”/ 빅숏주/ ‘역대 최저’ 터키·아르헨 환율,2023-05-16,5.15e-05,6.02e-05,0.9998883,0.06529755,0.08597821,0.84872425
"[김현석의 월스트리트나우] 부채한도 공포...2011년 재림? 채권, 금, 테크에 몰리는 돈",2023-05-13,4.207157e-05,3.889374e-05,0.99991906,0.019772202,0.13860944,0.84161836
[간밤 월드뉴스 총정리 5월13일] “지역은행 위기 안 끝났다”/ 미시간대 지표 부진 뜻/ AI의 힘/ GS “침체 없다”…증시는?/ 테슬라 3가지 호재/ 월마트·타겟 실적 나온다,2023-05-13,6.25e-05,0.001465653,0.9984718,0.053022873,0.0854867,0.8614904
"[김현석의 월스트리트나우] 빅테크 계속 오르는데 다이먼 ""워룸 매일 소집""",2023-05-12,4.9938448e-05,3.5843128e-05,0.99991417,0.0226145,0.120380126,0.8570054
[간밤 월드뉴스 총정리 5월12일] JP모간 “곧 워룸 운용”/ 도매 물가도 뚝…강경한 카시카리/ 펠로톤 또 위기/ 톰 리 “FANNG·엔비디아 50%↑”/ 금리 올린 영국의 희망,2023-05-12,3.83e-05,5.12e-05,0.9999105,0.02727246,0.15430921,0.8184183
"[간밤 월드뉴스 총정리 5월11일] 디즈니 실망, 로빈후드의 혁신/ 채권·코인 뛰고 달러·유가 약세/ 시장의 바뀐 금리 전망/ 테슬라 희망/ 유럽 “추가 두 번 인상”",2023-05-11,4.99e-05,0.000214436,0.99973565,0.08919102,0.09637467,0.8144344
"[김현석의 월스트리트나우]  4%대 CPI, 제거된 6월 인상, 하지만 다우 왜 내렸나",2023-05-11,0.0004199463,0.000951179,0.99862885,0.013932602,0.06517477,0.9208926
"[김현석의 월스트리트나우] Fed ""인상 끝났다 말 않았다""...매카시 ""부채한도 진전 없다""",2023-05-10,0.0001522499,0.00037965385,0.99946815,0.026523253,0.08598869,0.8874881
[간밤 월드뉴스 총정리 5월10일] 리비안·에어비앤비 실적/ 기술분석 보니 “확고한 상승”/ 니콜라도 충격/ “월마트 실적에 베팅”/ 죽다 살아난 노바백스/ 소기업 심리↓,2023-05-10,0.00169802,0.00737525,0.99092674,0.112624824,0.12025542,0.76711977
[김현석의 월스트리트나우] 4월 CPI 영향 없다? 부채한도 X싸움 투자법,2023-05-09,4.6366706e-05,3.692106e-05,0.9999167,0.05166667,0.064864375,0.88346905
"[간밤 월드뉴스 총정리 5월9일] “5~7월은 원래 상승기”/ 엇갈린 루시드·팰런티어 주가/ “소·돼기고기값 낮췄는데”…타이슨 푸즈 충격/ “이 항공사 주가, 두 배 뛸 것”",2023-05-09,5.74e-05,8.85e-05,0.9998542,0.07761513,0.13289815,0.7894867
"[김현석의 월스트리트나우] 강했던 고용(4월 25만), 걱정 아닌 낙관 부른 까닭",2023-05-06,5.9061094e-05,4.1723957e-05,0.99989927,0.047273226,0.08095375,0.871773
[간밤 월드뉴스 총정리 5월6일] 팩웨스트 숏스퀴즈/ 다음주 소비자물가 핵심/ 불러드 “연착륙”/ 차값 또 올린 테슬라/ 하루 7배 뛴 스폰지밥 코인…밈코인 부활?,2023-05-06,3.47e-05,4.23e-05,0.999923,0.06510828,0.07042144,0.86447036
"[김현석의 월스트리트나우] 지역은행 폭락 확산, 파월 실수 or 공매도 탓?",2023-05-05,5.7653848e-05,0.00023450813,0.99970776,0.039023295,0.19454573,0.766431
[간밤 월드뉴스 총정리 5월5일] 시장은 “7월 금리 인하”/ 엇갈린 AMD·엔비디아 왜?/ 유럽은 추가 인상 시사/ 잘 나가는 로열 캐리비언/ 쇼피파이 급등 3가지 이유,2023-05-05,3.84e-05,9.62e-05,0.9998653,0.11728252,0.16449079,0.71822673
[FOMC 동시통역 생중계] 5월 FOMC 기자회견 파월 의장 발언 집중분석 | 해설 김현석·신인규 뉴욕특파원,2023-05-04,4.7370762e-05,5.2949825e-05,0.99989974,0.012096772,0.03506544,0.95283777
[김현석의 월스트리트나우] '금리 인상 중지' 시사에 뉴욕증시 왜 하락 전환했나?,2023-05-04,5.440439e-05,7.30464e-05,0.99987257,0.03969058,0.07484424,0.8854651
[간밤 월드뉴스 총정리 5월4일] 팩웨스트도 무너지나?/ 파월 발언 및 월가 분석/ 애플 실적 예상/ 날개 없는 유가 추락/ 퀄컴의 자신감 하락/ “COIN 매도”,2023-05-04,3.82e-05,0.000149705,0.99981207,0.08777546,0.13274302,0.77948153
"[김현석의 월스트리트나우]  FOMC 전 '지역은행 패닉' 재발, ""추가 긴축 안돼"" 압박?",2023-05-03,5.688222e-05,7.575322e-05,0.9998673,0.0220842,0.12455551,0.85336035
"[간밤 월드뉴스 총정리 5월3일] 5% 급락한 유가 왜?/ AMD·포드 실적/ 또 뛴 유로존 물가/ 이젠 인력 부족 아닌 ‘감원’/ 우버·메리어트 공통 전망/ “PC, 바닥 쳤다”",2023-05-03,0.00016412,0.057238623,0.9425972,0.069886506,0.14576314,0.7843504
"[김현석의 월스트리트나우] 은행 혼란 끝→Fed 더 올려?...옐런 ""미국 부도 6월1일""",2023-05-02,5.171645e-05,7.114485e-05,0.9998771,0.026834102,0.091998875,0.881167
"[간밤 월드뉴스 총정리 5월2일] “부채 시한, 6월1일” 옐런 경고/ 다이먼 “은행 위기 끝”/ BofA “애플, 실망 줄 것”/ 월가 최대 화제 ‘AI’/ 날개 단 크루즈",2023-05-02,3.42e-05,6.95e-05,0.9998963,0.076501995,0.13921991,0.78427804
