제목,날짜,긍정,부정,중립,제목_긍정,제목_부정,제목_중립
한국 집값&전세 분위기 모두 정리해드립니다 [박정호 교수 풀버전],2023-06-17,0.004561985,0.02506643,0.97037166,3.88E-05,3.90E-05,0.99992216
결혼 전 합의 안 보면 무조건 후회하는 1가지[허주연 변호사 1부],2023-06-17,0.001189943,0.02294986,0.9758601,6.09E-05,7.31E-05,0.999866
말하는 습관만 '이렇게' 바꿔도 돈을 끌어당깁니다 [독한자들 : 부자의 언어 풀버전],2023-06-16,0.001531259,0.011970159,0.98649853,0.000218861,0.000127457,0.9996536
"20대 부부, 너무 일찍 청약 당첨된 게 후회됩니다 [상남자들]",2023-06-16,0.001073496,0.013539367,0.9853872,4.89E-05,8.53E-05,0.9998658
평범한 당신이 부자되는데 특별한 기술은 필요없습니다 [독한자들 : 부의 초월자 3부],2023-06-15,0.00104239,0.009977895,0.9889796,0.000504765,0.000169114,0.9993261
원하는 것 모두 넣은 역대급 하이엔드 인테리어 (feat. 디벨로더하우스),2023-06-15,0.001925783,0.001262061,0.99681216,0.003184273,0.000679583,0.9961361
“한강뷰 아파트 공공분양 합니다”,2023-06-14,0.000688714,0.01810159,0.9812097,4.20E-05,4.35E-05,0.9999145
이런 사람을 만나야 부자되는 길이 열립니다 [독한자들 : 부의 초월자 2부],2023-06-14,0.001037153,0.030937258,0.9680256,0.00014535,5.53E-05,0.9997993
아무도 집 안 사주던 시장 이제는 다를 겁니다 [빠숑 2부],2023-06-14,0.002963358,0.02075795,0.97627866,4.72E-05,4.91E-05,0.9999037
1% 부자들이 60년간 활용한 부자 마인드 세팅법 1가지 [독한자들 : 부의 초월자 1부],2023-06-13,0.002565599,0.015348258,0.9820862,5.59E-05,3.53E-05,0.9999088
역전세 우려에 집주인들 추가 대출해준다,2023-06-13,0.000721898,0.019138103,0.98014,0.000809541,0.006417692,0.9927729
지금은 집값 통계 믿지 말고 사고 싶은 건 사세요 [빠숑 1부],2023-06-12,0.010580711,0.009991125,0.9794281,4.45E-05,3.76E-05,0.99991786
"""미분양 줄어든다"" 마냥 좋은 건 아닙니다",2023-06-12,0.005949649,0.03118727,0.962863,0.000115199,0.00026029,0.9996245
지금 한국 부자들이 이민 준비하는 이유,2023-06-11,0.00271855,0.01377632,0.98350513,7.99E-05,4.83E-05,0.99987185
지금도 부자 될 기회 있습니다 부자들은 '이걸' 사고 있습니다 [황현희 풀버전],2023-06-10,0.002235982,0.009889205,0.9878748,0.00040028,0.000117855,0.99948186
집값 진짜 큰일입니다 부의 격차 점점 커질 겁니다 [박원갑 박사 풀버전],2023-06-10,0.004633246,0.028516773,0.96685,5.48E-05,5.62E-05,0.99988914
진짜 부자될 사람 90%는 '이 행동'을 합니다 [독한자들 : 이웃집 백만장자 변하지 않는 부의 법칙 풀버전],2023-06-09,0.001222748,0.020933669,0.9778436,0.000121572,6.13E-05,0.9998172
“대출 받아서 친구들한테 돈 빌려주고” 남은 돈은 주식합니다 [상남자들],2023-06-09,0.007148337,0.032870788,0.9599809,0.000619697,0.000247284,0.99913305
초보 투자자들은 이렇게 공부하세요,2023-06-08,0.000572586,0.002178051,0.9972493,0.00059641,0.000741502,0.998662
타고난 거 하나 없는데 인생 술술 풀리는 사람 특징 [오두환 대표 풀버전],2023-06-08,0.006570038,0.0101956,0.9832344,0.000135404,0.000100928,0.99976367
"전세사기, 이걸론 막을 수 없습니다",2023-06-08,0.001358438,0.006983352,0.99165815,0.000465176,0.0012268,0.99830794
이제는 진짜 조심스럽습니다 하반기 집값은 이렇게 됩니다[김제경 소장 3부],2023-06-07,0.003373324,0.022041416,0.97458524,4.48E-05,4.73E-05,0.99990785
결혼 시 배우자 가정환경이 미치는 영향 [결혼할 결심/ 박은주 변호사],2023-06-07,0.000747638,0.025338653,0.9739137,6.64E-05,4.32E-05,0.9998903
내 집 마련 급하게 생각하지 마세요,2023-06-06,0.000808578,0.020230483,0.9789609,7.93E-05,4.81E-05,0.99987257
본인 소비 패턴 똑바로 보세요 거기서부터 잘못됐습니다 [강용수 대표 3부],2023-06-06,0.003250324,0.00999294,0.98675674,0.000542424,0.7317129,0.2677447
"지금 '이런' 투자는 진짜 위험합니다, 조심하세요 [김제경 소장 2부]",2023-06-05,0.025049005,0.007032487,0.9679185,0.000260038,0.000485407,0.9992545
"""여기가 이렇게 바뀐다고???"" 파격적으로 바뀔 이 동네",2023-06-05,0.000776534,0.000334297,0.99888915,7.21E-05,3.21E-05,0.9998958
"""저는 예비 신부입니다 결혼 후 원룸에서 살고 싶습니다""",2023-06-04,0.003268852,0.005322894,0.9914082,5.49E-05,5.86E-05,0.9998864
"1천만 원에서 1억 만드는 법, 전혀 어렵지 않습니다 [김종봉 전업투자자 풀버전]",2023-06-03,0.003683945,0.032893516,0.96342254,0.000750004,0.000653227,0.99859685
상류층이 되려는 당신이 무조건 갖춰야 할 7가지 [독한자들 : 아비투스 풀버전],2023-06-02,0.000910144,0.007932979,0.99115694,7.81E-05,4.87E-05,0.9998733
주변에서 감탄하는 요즘 빌딩 투자 트렌드 [송나래 대표 2부],2023-06-02,0.011940338,0.005926729,0.98213285,5.38E-05,3.80E-05,0.9999082
과거엔 신용카드 리볼빙 이제 새로 태어나고 싶습니다 [상남자들],2023-06-02,0.000863049,0.016113218,0.9830238,0.00019796,0.000120788,0.99968123
지금 2030이 100억 대 부자되는 5년 루틴 [강용수 대표 2부],2023-06-01,0.001927194,0.005741397,0.99233145,0.000638395,0.000131639,0.99923
"집값, 실거래가 3개월째 반등 진짜 바닥인가?",2023-06-01,0.012576249,0.017411146,0.97001266,0.000131326,8.53E-05,0.99978334
집값 바닥 신호는 '이거' 입니다 '이때만' 기다리세요[김광석 실장 4부],2023-05-31,0.01592845,0.027401524,0.9566699,3.96E-05,4.18E-05,0.9999186
지금 수도권 부동산 시장 실수요자 분위기는 이렇습니다 [김제경 소장 1부],2023-05-31,0.000632455,0.003528812,0.99583864,3.91E-05,5.79E-05,0.9999031
평범한 직장인 월세 받아 140억 부자됐습니다 [강용수 대표 1부],2023-05-31,0.009198853,0.002627211,0.988174,0.004120946,0.00231619,0.99356294
중고차 사기 피하는 간단한 방법,2023-05-30,0.001575541,0.037004035,0.9614204,6.28E-05,6.61E-05,0.999871
성공하는 사람들은 결국 '이것을' 합니다 [옥민송 대표 1부],2023-05-30,0.000604684,0.000984859,0.99841046,0.00092099,0.026727937,0.97235096
경기 침체? 안 끝났습니다 이걸 알고 투자하세요 [김광석 실장 1부],2023-05-29,0.00158099,0.12460044,0.87381864,0.000858045,0.23567452,0.76346743
요즘 평범한 청년들이 결혼 결심 못 하는 이유,2023-05-29,0.00060442,0.012905441,0.98649013,0.000143508,0.000202047,0.99965453
"""그냥 쉬겠습니다"" 2030, 이제 일 안 한다?",2023-05-28,0.002338174,0.006400043,0.9912618,6.13E-05,0.000118961,0.9998198
한국 50대가 겪는 진짜 비참한 현실 [김민식 PD 풀버전],2023-05-27,0.001095422,0.014441736,0.98446286,0.000571309,0.002813539,0.9966151
결혼하고 싶은 미혼 남녀가 절대 하지 말아야 할 것 [남인숙 작가 2부],2023-05-27,0.002109857,0.004747961,0.9931422,4.47E-05,5.55E-05,0.99989986
요즘 부부들이 결국 갈라서는 1순위 이유 [박은주 변호사 풀버전],2023-05-26,0.001010927,0.009940381,0.9890488,0.00025689,0.008850806,0.9908923
배우 김희애는 이렇게 빌딩 투자했습니다 [송나래 대표 1부],2023-05-26,0.014206104,0.004839457,0.9809544,5.99E-05,4.34E-05,0.99989676
22세 여자 월 300만 원 이상 벌고 50%씩 저축합니다 [상남자들],2023-05-26,0.001224892,0.026498329,0.9722768,0.000442016,0.000203692,0.9993543
전세사기 대책이 확정되었습니다,2023-05-25,0.001425293,0.010651788,0.98792297,7.55E-05,6.60E-05,0.9998584
타고난 재능 없어도 '이렇게만' 살면 성공합니다 [독한자들 : 부자의 언어 2부],2023-05-25,0.001652473,0.00528881,0.99305874,0.002018357,0.001091842,0.99688977
"한국 경제, 하반기는 진짜 다를 겁니다 [김광석 실장 3부]",2023-05-25,0.006549324,0.031167127,0.9622836,5.57E-05,7.40E-05,0.9998703
100만 유튜버 부읽남의 집을 최초 공개합니다 (feat.디벨로더하우스),2023-05-24,0.000482067,0.01652439,0.98299354,0.011227588,0.001097021,0.9876754
그냥 이렇게 살아보세요 결국 부자가 됩니다 [독한자들 : 부자의 언어 1부],2023-05-24,0.00072678,0.016227717,0.9830455,0.000480805,0.000485126,0.99903417
행복하려면 인생에서 가장 먼저 갖춰야 하는 것 [이보규 교수 3부],2023-05-24,0.001158982,0.018496752,0.9803442,0.000211355,0.000114111,0.99967444
"""여기는 50% 폭락했습니다"" 무주택자는 이걸 꼭 확인하세요 [김인만 소장 3부]",2023-05-23,0.001145917,0.01517959,0.98367447,0.000162968,0.001380378,0.9984567
'이런 행동'을 하면 돈 안 써도 귀티납니다 [남인숙 작가 1부],2023-05-22,0.00145015,0.012255328,0.9862945,0.000283397,0.00038471,0.9993319
집 때문에 고민입니다. 결혼 할까요? 말까요?,2023-05-22,0.015351707,0.010783768,0.97386456,9.61E-05,5.57E-05,0.99984825
집값 반등이요? 믿을 수가 없습니다,2023-05-21,0.044093687,0.007281021,0.9486253,5.02E-05,3.95E-05,0.99991035
이제는 진짜로 공부가 무의미해지는 시대 옵니다 [심정섭 소장 풀버전],2023-05-20,0.002277269,0.008327931,0.9893948,0.000123091,0.000105679,0.9997712
"전세 사기, 이런 상황에선 돈 못 돌려받습니다 [김인만 소장 2부]",2023-05-20,0.011694938,0.014445586,0.9738594,0.000685032,0.003629669,0.99568534
평범한 사람들이 가장 안전하게 부자 되는 법 3가지 [독한자들 : 저스트 킵 바잉 풀버전],2023-05-19,0.002258985,0.008185818,0.9895552,9.51E-05,4.46E-05,0.9998603
"부자가 되고 싶은 당신, 이걸 알면 10년 뒤 인생이 달라집니다 [김종봉 전업투자자 4부]",2023-05-19,0.001508407,0.023608193,0.9748834,0.000163921,8.50E-05,0.99975115
빌딩으로 돈 벌기 쉬워지는 '이 투자법' [송나래 대표 2부],2023-05-19,0.013758521,0.003513461,0.982728,0.00031067,0.000108417,0.9995809
“저축이 제일 쉬웠어요” 억 소리나게 돈 모은 여자 [상남자들],2023-05-19,0.001141904,0.03022318,0.968635,0.000254206,0.00017278,0.99957305
내가 사는 종목마다 제일 최악인 이유 [김종봉 전업투자자 3부],2023-05-18,0.004970855,0.056978773,0.9380504,0.001073446,0.035963785,0.9629628
1년 뒤 확 달라질 부의 법칙 [김종봉 전업투자자 2부],2023-05-18,0.003681451,0.017876407,0.97844213,4.94E-05,3.73E-05,0.99991333
"'이거' 안 하면 벌금 100만 원, 이젠 또 아닙니다",2023-05-18,0.002820903,0.03825007,0.95892894,0.000262356,0.9989448,0.000792827
"""혹시 내 직업이?"" AI가 완벽히 대체할 직업 특징 [박정호 교수 4부]",2023-05-17,0.011453485,0.01789965,0.970647,5.34E-05,3.07E-05,0.99991596
남들 다 버는 종목에서 손실 보는 사람들 특징[김종봉 전업투자자 1부],2023-05-17,0.014948834,0.038666014,0.94638515,0.001716103,0.20614119,0.7921427
올해는 집값 반등 없습니다 그 이유는요 [김인만 소장 1부],2023-05-17,0.016829055,0.024944082,0.95822686,4.46E-05,3.67E-05,0.9999188
지금 경제 불황은 맞습니다 그래도 돈 버는 사람은요.. [박정호 교수 3부],2023-05-16,0.004014053,0.06951204,0.9264739,9.60E-05,0.000127939,0.99977607
사상 최악의 전세 사기들 결국 '이 문제' 때문입니다 [박정호 교수 2부],2023-05-16,0.003496082,0.013558677,0.9829452,0.000290052,0.9835292,0.016180696
"""돈돈돈"" 돈만 쫓으면 인생 망하는 이유 [이보규 교수 2부]",2023-05-15,0.00136066,0.02804974,0.97058964,0.000186253,0.000115497,0.9996983
지금 집값 분위기는 한 마디로 이렇습니다 [박정호 교수 1부],2023-05-15,0.001079273,0.012773487,0.9861472,4.13E-05,4.49E-05,0.9999137
재건축 투자 생각 중입니다 노원 갈까요 분당 갈까요,2023-05-15,0.001572343,0.005608328,0.99281937,7.10E-05,4.73E-05,0.99988174
6월부터 ‘이것’ 안 하면 100만 원 벌금 냅니다,2023-05-14,0.012177158,0.07754372,0.9102791,0.000836915,0.898631,0.10053215
월 1천만 원 벌어도 가난해지는 사람 특징 [김병규 교수 풀버전],2023-05-13,0.000941774,0.007723472,0.9913347,0.000500281,0.000182536,0.99931717
유독 이 나라에 가난한 노인이 많은 이유 [이보규 교수 1부],2023-05-13,0.000983969,0.016623594,0.9823924,0.000337543,0.000134387,0.99952805
"노후 망치는 지름길, 이걸 꼭 알아야 합니다 [김경록 전 미래에셋연금센터 대표]",2023-05-12,0.000837274,0.011254362,0.9879083,0.000152097,6.70E-05,0.99978095
건물주를 꿈꾼다면 '이 투자' 방식을 따르세요 [송나래 대표 1부],2023-05-12,0.005898546,0.010862962,0.98323846,0.000257894,7.23E-05,0.9996698
아이들에게 부모 노후를 맡기고 싶지 않습니다 [상남자들],2023-05-12,0.005764143,0.003114077,0.9911217,0.0003828,0.000152125,0.99946505
'이 생각' 하나만 버리세요 부자되기 쉬워집니다 [김익한 교수 3부],2023-05-11,0.006978993,0.015475697,0.9775453,0.000256437,0.000148093,0.99959546
지금 집값 분위기는 이렇습니다,2023-05-11,0.0186059,0.049097985,0.9322962,7.47E-05,6.81E-05,0.9998572
저는 지금 투자 안 합니다 이유는요 [황현희 3부],2023-05-10,0.001410553,0.018615874,0.9799736,0.000167389,0.000582667,0.99925
1천 명 부자들이 알려주는 진짜 부자되는 방법 1가지 [독한자들 : 이웃집 백만장자 변하지 않는 부의 법칙 2부],2023-05-10,0.001892565,0.01668932,0.981418,7.22E-05,3.68E-05,0.9998909
월급 작아도 ‘이 능력’ 있으면 돈이 절로 불어납니다 [독한자들 : 이웃집 백만장자 변하지 않는 부의 법칙 1부],2023-05-09,0.002885916,0.023735804,0.9733783,0.000358239,0.000285666,0.9993561
직장인은 월급을 3년만 여기 묻어두면 됩니다 [박순혁 이사 3부],2023-05-08,0.008789784,0.007454784,0.9837554,6.87E-05,5.65E-05,0.9998747
'이런 것만' 사모아도 부자 되기 쉽습니다 [황현희 2부],2023-05-08,0.004144041,0.009694063,0.98616195,0.001031738,0.000371213,0.9985971
'실거주 의무 폐지' 보류 '패닉' 빠진 청약 시장,2023-05-08,0.001325557,0.05245751,0.94621694,0.00127749,0.56143224,0.43729025
앞으로 수도권 공급 물량은 이렇게 됩니다,2023-05-07,0.059325494,0.054205306,0.8864692,7.29E-05,0.000116841,0.9998104
지금 집 살 때 아닙니다. '이 지표'를 꼭 확인하세요 [채상욱 대표 풀버전],2023-05-06,0.00324054,0.041516986,0.9552425,4.23E-05,4.67E-05,0.99991095
1년만 미쳤다 생각하고 이렇게 살면 인생 변합니다 [카준형 풀버전],2023-05-06,0.008939131,0.034984235,0.95607656,0.000193971,9.26E-05,0.99971336
집값은 결국 회복됩니다 제 이야기를 들어보세요 [최용식 소장 풀버전],2023-05-06,0.013853384,0.05457629,0.93157035,4.93E-05,5.04E-05,0.9999002
"""조심스럽지만 2023년 집값은 이렇게 됩니다"" [홍춘욱 박사 풀버전]",2023-05-05,0.018555844,0.05493226,0.9265119,4.16E-05,3.92E-05,0.9999192
주식으로 돈 벌어도 결국 다시 잃는 이유 [박종석 정신과 전문의 풀버전],2023-05-05,0.002649714,0.048382033,0.94896823,0.003518932,0.30069086,0.6957902
돈 모으는 남자라면 3-6-9를 조심하세요 [상남자들],2023-05-05,0.001437822,0.009126611,0.9894357,0.00016841,0.000108933,0.99972266
부자가 될 수 밖에 없는 기적의 '독서법' [김익한 교수 2부],2023-05-04,0.000774138,0.003935719,0.9952902,9.81E-05,6.68E-05,0.99983513
전세사기 대책 나왔다 그런데....,2023-05-04,0.00140982,0.057563696,0.9410265,0.000281908,0.000803521,0.9989146
요즘 100억 부자들은 시장을 이렇게 보고 있습니다[황현희 1부],2023-05-03,0.00148079,0.004525582,0.99399364,6.72E-05,5.58E-05,0.999877
인생을 바꿀 '이 습관' 1년 투자해서 평생 써먹으세요 [김익한 교수 1부],2023-05-03,0.002792972,0.015814543,0.9813925,0.000712456,0.000397048,0.9988906
‘이걸’ 사면 왜 부자되는지 제대로 알려드립니다 [박순혁 이사 2부],2023-05-02,0.018986275,0.006424305,0.9745896,0.00019198,0.000164208,0.9996438
상위 1% 부자들은 자녀를 이렇게 키웁니다 [최하진 박사 3부],2023-05-01,0.000566787,0.001385826,0.99804735,0.000274515,8.12E-05,0.99964416
한국에서 전세가 없어지면 이런 일이 생깁니다,2023-05-01,0.000662532,0.007180435,0.9921571,0.000278077,0.000359507,0.9993624
"""미쳤어요? 물이나 마셔요"" 5천 원 커피도 못 마시는 이곳",2023-04-30,0.003048947,0.011529601,0.98542154,5.17E-05,8.93E-05,0.999859
한국은 '여기부터' 망합니다 이때는 진짜 위기입니다 [최윤식 박사 풀버전],2023-04-30,0.007424276,0.02986385,0.9627119,0.002546118,0.25175765,0.74569625
'이런' 유형의 사람에겐 돈과 시간 쓰지 마세요[정회도 풀버전],2023-04-30,0.001015114,0.0088159,0.990169,6.46E-05,5.05E-05,0.99988484
20대에 이거 안 하면 반드시 후회합니다,2023-04-29,0.000847859,0.003338661,0.9958135,0.000134298,0.000635161,0.9992306
집값은 결국 오릅니다 이유를 말씀드리면요 [고준석 대표 풀버전],2023-04-28,0.004810666,0.020018851,0.9751705,4.00E-05,5.77E-05,0.99990225
부자가 되는 마인드 가난해지는 마인드(feat. 송희구 작가 신작),2023-04-28,0.010632846,0.006705761,0.9826613,0.000181957,8.74E-05,0.99973065
"월급 300만 원 20대 여자 ""이제부터 저축합니다"" [상남자들]",2023-04-28,0.001120296,0.017921798,0.9809579,0.000481768,0.000334096,0.9991841
